comment,polarity
বাংলাদেশ এর এমন কিছু নাটক আছে যা দেখার পর চোখ দিয়ে পানি চলে আসে ,Positive
অসাধারণ একটা নাটক   উপহার দিল    ,Positive
বিরক্তিকর নাটক,Negative
ভালো লাগার মতো নাটক   এক কথায় অসাধারণ,Positive
সেরা ছিলো,Positive
আলগা ছিদ্দিক কেন নাটকে ?,Negative
আমার দেখা বেস্ট নাটক,Positive
নামাজের কথাটা ভালো লাগসে খুব,Positive
অন্যরকম একটা গল্প...  দেখে ভালো লাগলো নাটকটা..... পলাশের একটিংটা বেশ ইনজয় করেছি.....,Positive
এন্ডিংটা ভাল লাগে নাই   আরো ভাল করতে পারতো ,Negative
ব্যাচ ২৭ কে আবার দেখে মন টা ভরে গেলো শান্তিতে,Positive
গল্পটা অসাধারণ  সাদামাটা জীবনের গল্পগুলো এমনই হয় ,Positive
এত ভালো লাহছে যে কিছু বলার নাই সব কিছু নিয়ে অসাধারণ,Positive
বাংলাদেশের নাটক অনেক সুন্দর এবং অতি ভাল লাগছে,Positive
মায়ের চাইতে মাসির দরত বেশি   ফালতু নাটক,Negative
একটা মেয়েই পারে একটা ছেলে খারাপ থেকে ভালো বানাতে  .বাস্তব জীবনে এরকম হই না নাটক টা  অনেক ভালো লাগলো,Positive
ফালতু এক নাটক,Negative
ফালতু নাটক,Negative
প্রেম ছাড়া ঈদের নাটক হয় না !!!????কিশোর - যুবকদের কি গঠনমূলক কিছু দেখার প্রয়োজন নাই !!??মানব চক্ষু সারাদিন যা দেখে  মানব মস্তিষ্ক সারাদিন তা নিয়েই ভাবে আমাদেরকে একটু ভালো ভাবতে সুযোগ দিন....ভালোবাসতে চাই না... ...ভালো ভাবতে চাই......শুনেছি  বাংলাদেশ নাকি সাগড়ের পানিতে ডুবে যাবে ৫০ বছর পর......কিন্তু যুবকদেরকে এভাবে মোটিভেট করলে দেশ টা আগামী পাঁচ বছরে পানি ছাড়াই ডুবে যেতে পারে ভালো একটা দেশ গড়ার সুযোগ দিন ছেলেগুলোকে....  দেশটা সাধীন হয়েছে মোটামুটি অর্ধ শতক আগে....  একটা মানুষ গড়ে ৬০ বছর বাঁচে!!দেশটাকে কি একটা মানুষের সমানও বাঁচতে দেবেন না!!!,Negative
